IMAGE_REF_ID,AGENT_ID,PROFILE_ID,FETCHED_DATE,RECEIVED_DATE,S3_ARN,LATITUDE,LONGITUDE,PROVINCE,DISTRICT,DS_DIVISION,GN_DIVISION,SALES_DISTRICT,SALES_REGION,DIALOG_NAME_BOARD,MOBITEL_NAME_BOARD,HUTCH_NAME_BOARD,AIRTEL_NAME_BOARD,TOTAL_NAME_BOARD_COUNT,DIALOG_SIDE_BOARD,MOBITEL_SIDE_BOARD,HUTCH_SIDE_BOARD,AIRTEL_SIDE_BOARD,TOTAL_SIDE_BOARD_COUNT,DIALOG_TIN_BOARD,MOBITEL_TIN_BOARD,HUTCH_TIN_BOARD,AIRTEL_TIN_BOARD,TOTAL_TIN_BOARD_COUNT,NAME_BOARD_INF_S3_ARN,TIN_BOARD_INF_S3_ARN,SIDE_BOARD_INF_S3_ARN,PROFILE_NAME,SALES_AREA,CAPTURE_PHASE
35100,54623,9144,2025-05-03 06:35:07.606,2025-04-29 12:37:22.761,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9144/1/ORIGINAL/image_35100.jpeg,6.5043702,80.6514926,Sabaragamuwa,Rathnapura,Godakawela,Warayaya,Rathnapura,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9144/1/INFERENCE/NAME_BOARD/image_35100.jpeg,,,SANKO COMMUNICATION,Rathnapura 2,4
36479,202136,152746,2025-05-03 06:35:07.606,2025-05-02 15:47:45.158,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/152746/1/ORIGINAL/image_36479.jpeg,9.3840895,80.4081549,Northern,Kilinochchi,Karachchi,Kilinochchi Town,Killinochchi,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/152746/1/INFERENCE/NAME_BOARD/image_36479.jpeg,,,Jathu mobile & Repairing,Killinochchi,4
33652,223843,302807,2025-05-03 06:35:07.606,2025-04-26 12:50:00.176,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/302807/1/ORIGINAL/image_33652.jpeg,6.9354092,81.1569906,Uva,Badulla,Passara,Passara Town East,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/302807/1/INFERENCE/NAME_BOARD/image_33652.jpeg,,,REEGAL PHARMACY ,Badulla 1,4
35264,51879,61463,2025-05-03 06:35:07.606,2025-04-29 14:03:55.215,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/61463/1/ORIGINAL/image_35264.jpeg,7.1748106,81.1818121,Uva,Badulla,Rideemaliyadda,Diyakombala,Monaragala,Uva Sabaragamuwa,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/61463/1/INFERENCE/NAME_BOARD/image_35264.jpeg,,,T.G.MAX,Monaragala 1,4
35258,199735,151167,2025-05-03 06:35:07.606,2025-04-29 14:02:03.716,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/1/ORIGINAL/image_35258.jpeg,9.6822039,80.1867122,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/1/INFERENCE/NAME_BOARD/image_35258.jpeg,,,THARISAN ENTERPRISES ,Jaffna Outer,4
33650,86184,83510,2025-05-03 06:35:07.606,2025-04-26 12:49:18.042,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/83510/1/ORIGINAL/image_33650.jpeg,9.761281,80.0774344,Northern,Jaffna,Uduvil,Evenai,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/83510/1/INFERENCE/NAME_BOARD/image_33650.jpeg,,,SURESH  STORES,Jaffna Inner,4
31649,2188763,1711997,2025-05-03 06:35:07.606,2025-04-25 12:51:12.570,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1711997/1/ORIGINAL/image_31649.jpeg,9.1501308,80.8140749,Northern,Mullaitivu,Maritimepattu,Kumulamunai Center,Mullaitivu,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1711997/1/INFERENCE/NAME_BOARD/image_31649.jpeg,,,Tharmalingam vijitha,Mullaitivu,4
33495,1086152,844886,2025-05-03 06:35:07.606,2025-04-26 12:12:08.193,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/844886/1/ORIGINAL/image_33495.jpeg,7.2330171,81.0718435,Uva,Badulla,Rideemaliyadda,Bubula,Badulla,Uva Sabaragamuwa,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/844886/1/INFERENCE/NAME_BOARD/image_33495.jpeg,,,Aththanayaka storse2,Badulla 3,4
35248,53760,6488,2025-05-03 06:35:07.606,2025-04-29 13:57:39.177,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6488/1/ORIGINAL/image_35248.jpeg,7.4720941,81.0176859,Uva,Badulla,Mahiyanganaya,Girandurukotte,Badulla,Uva Sabaragamuwa,0,0,1,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6488/1/INFERENCE/NAME_BOARD/image_35248.jpeg,,,PALITHA CELEULER,Badulla 3,4
33973,53104,8393,2025-05-03 06:35:07.606,2025-04-26 15:47:05.753,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/8393/1/ORIGINAL/image_33973.jpeg,6.9871673,81.0572299,Uva,Badulla,Badulla,Badulla East,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/8393/1/INFERENCE/NAME_BOARD/image_33973.jpeg,,,Rodrigo Communication,Badulla 1,4
35263,199735,151167,2025-05-03 06:34:53.368,2025-04-29 14:02:38.625,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/4/ORIGINAL/image_35263.jpeg,9.6822039,80.1867122,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,,,,,,,,,,,0,0,0,0,0,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/4/INFERENCE/TIN_BOARD/image_35263.jpeg,,THARISAN ENTERPRISES ,Jaffna Outer,4
35513,67464,44737,2025-05-03 06:34:53.368,2025-04-30 10:10:35.515,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/44737/4/ORIGINAL/image_35513.jpeg,9.6579528,80.1675071,Northern,Jaffna,Chavakachcheri,Kovilkudyiruppu,Jaffna,Northern,,,,,,,,,,,0,0,0,0,0,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/44737/4/INFERENCE/TIN_BOARD/image_35513.jpeg,,Thiposan Stores,Jaffna Outer,4
35247,1273432,1015846,2025-05-03 06:34:53.368,2025-04-29 13:56:06.367,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1015846/4/ORIGINAL/image_35247.jpeg,9.6825511,80.1858476,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,,,,,,,,,,,0,0,0,0,0,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1015846/4/INFERENCE/TIN_BOARD/image_35247.jpeg,,Eramesan vanipam,Jaffna Outer,4
34410,55546,9529,2025-05-03 06:34:53.368,2025-04-28 13:19:29.034,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9529/4/ORIGINAL/image_34410.jpeg,6.9884031,81.0573715,Uva,Badulla,Badulla,Badulupitiya,Badulla,Uva Sabaragamuwa,,,,,,,,,,,0,0,0,0,0,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9529/4/INFERENCE/TIN_BOARD/image_34410.jpeg,,Deen Comm,Badulla 1,4
33951,55693,25993,2025-05-03 06:34:51.911,2025-04-26 14:43:20.480,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/25993/3/ORIGINAL/image_33951.jpeg,7.2864549,81.0230093,Uva,Badulla,Mahiyanganaya,Mapakadawewa,Badulla,Uva Sabaragamuwa,,,,,,0,0,0,0,0,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/25993/3/INFERENCE/SIDE_BOARD/image_33951.jpeg,SAMARAKOON STORES,Badulla 3,4
36309,374733,388066,2025-05-03 06:34:51.911,2025-05-02 11:56:11.185,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/388066/3/ORIGINAL/image_36309.jpeg,6.8156761,80.298864,Sabaragamuwa,Rathnapura,Kuruwita,Bodhimaluwa,Rathnapura,Uva Sabaragamuwa,,,,,,0,0,0,0,0,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/388066/3/INFERENCE/SIDE_BOARD/image_36309.jpeg,G.N.K STORE.....R,Rathnapura 1,4
35260,199735,151167,2025-05-03 06:34:51.911,2025-04-29 14:02:27.062,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/3/ORIGINAL/image_35260.jpeg,9.6822039,80.1867122,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,,,,,,0,0,0,0,0,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/3/INFERENCE/SIDE_BOARD/image_35260.jpeg,THARISAN ENTERPRISES ,Jaffna Outer,4
35538,217911,166215,2025-05-03 06:34:51.911,2025-04-30 10:20:25.901,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/166215/3/ORIGINAL/image_35538.jpeg,9.6614228,80.0288655,Northern,Jaffna,Nallur,Ariyalai West (Centre),Jaffna,Northern,,,,,,0,0,0,0,0,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/166215/3/INFERENCE/SIDE_BOARD/image_35538.jpeg,Rocky Phone Shop,Jaffna Outer,4
35512,67464,44737,2025-05-03 06:34:51.911,2025-04-30 10:10:33.987,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/44737/3/ORIGINAL/image_35512.jpeg,9.6579528,80.1675071,Northern,Jaffna,Chavakachcheri,Kovilkudyiruppu,Jaffna,Northern,,,,,,0,0,0,0,0,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/44737/3/INFERENCE/SIDE_BOARD/image_35512.jpeg,Thiposan Stores,Jaffna Outer,4
35255,2069843,1621557,2025-05-02 06:34:49.031,2025-04-29 13:59:51.933,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1621557/4/ORIGINAL/image_35255.jpeg,9.6825511,80.1858476,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,,,,,,,,,,,0,0,0,0,0,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1621557/4/INFERENCE/TIN_BOARD/image_35255.jpeg,,Ampal store,Jaffna Outer,4
35254,2069843,1621557,2025-05-02 06:34:47.793,2025-04-29 13:59:49.555,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1621557/3/ORIGINAL/image_35254.jpeg,9.6825511,80.1858476,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,,,,,,0,0,0,0,0,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1621557/3/INFERENCE/SIDE_BOARD/image_35254.jpeg,Ampal store,Jaffna Outer,4
32845,67024,30017,2025-04-30 06:37:13.889,2025-04-26 10:16:25.088,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/30017/1/ORIGINAL/image_32845.jpeg,8.7503846,80.469675,Northern,Vavuniya,Vavuniya,Pandarikulam,Vavuniya,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/30017/1/INFERENCE/NAME_BOARD/image_32845.jpeg,,,Gift Village,Vavuniya,4
32846,66778,5417,2025-04-30 06:37:13.889,2025-04-26 10:16:27.446,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/5417/1/ORIGINAL/image_32846.jpeg,8.6042909,80.3680269,Northern,Vavuniya,Vengalacheddiculam,Neriyakulam,Vavuniya,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/5417/1/INFERENCE/NAME_BOARD/image_32846.jpeg,,,Mobile City,Vavuniya,4
33057,52483,51600,2025-04-29 06:36:35.490,2025-04-26 10:43:42.108,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/51600/1/ORIGINAL/image_33057.jpeg,7.05872,81.5478156,Uva,Moneragala,Siyambalanduwa,Govindupura,Monaragala,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/51600/1/INFERENCE/NAME_BOARD/image_33057.jpeg,,,Sena Stores,Monaragala 1,4
30629,1589932,109536,2025-04-29 06:36:35.490,2025-04-25 10:30:30.568,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/109536/1/ORIGINAL/image_30629.jpeg,9.2347613,80.8296476,Northern,Mullaitivu,Maritimepattu,Silawaththai,Mullaitivu,Northern,0,1,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/109536/1/INFERENCE/NAME_BOARD/image_30629.jpeg,,,Dayansan stores,Mullaitivu,4
32591,66390,22795,2025-04-29 06:36:35.490,2025-04-26 09:45:00.330,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/22795/1/ORIGINAL/image_32591.jpeg,9.7641798,80.0260705,Northern,Jaffna,Tellipallai,Mallakam North,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/22795/1/INFERENCE/NAME_BOARD/image_32591.jpeg,,,Keethan Stores,Jaffna Inner,4
33110,71612,27809,2025-04-29 06:36:35.490,2025-04-26 10:51:12.229,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/27809/1/ORIGINAL/image_33110.jpeg,9.7218605,80.0732236,Northern,Jaffna,Kopay,Neervely South,Jaffna,Northern,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/27809/1/INFERENCE/NAME_BOARD/image_33110.jpeg,,,Bavalam Store ,Jaffna Inner,4
30685,66613,23827,2025-04-29 06:36:35.490,2025-04-25 10:36:13.782,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/23827/1/ORIGINAL/image_30685.jpeg,9.7128911,79.9857175,Northern,Jaffna,Sandilipay,Navali East,Jaffna,Northern,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/23827/1/INFERENCE/NAME_BOARD/image_30685.jpeg,,,Suthas Stores,Jaffna Inner,4
30773,68274,54967,2025-04-29 06:36:35.490,2025-04-25 10:44:53.955,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54967/1/ORIGINAL/image_30773.jpeg,9.3251458,80.677162,Northern,Mullaitivu,Puthukkudiyiruppu,Kombavil,Mullaitivu,Northern,1,1,0,0,2,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54967/1/INFERENCE/NAME_BOARD/image_30773.jpeg,,,Amalraj Vanipam,Mullaitivu,4
32690,215333,164233,2025-04-29 06:36:35.490,2025-04-26 09:55:19.234,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/164233/1/ORIGINAL/image_32690.jpeg,8.7970232,79.9386118,Northern,Mannar,Musalai,Arippu East,Mannar,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/164233/1/INFERENCE/NAME_BOARD/image_32690.jpeg,,,F.R Kilansan Multi -02,Mannar,4
34436,1704112,1341466,2025-04-29 06:36:35.490,2025-04-28 13:44:12.840,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1341466/1/ORIGINAL/image_34436.jpeg,7.3563068,81.0852715,Uva,Badulla,Rideemaliyadda,Keselpotha North,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1341466/1/INFERENCE/NAME_BOARD/image_34436.jpeg,,,Gunathilaka stores,Badulla 3,4
32792,66145,59423,2025-04-29 06:36:35.490,2025-04-26 10:06:44.887,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/59423/1/ORIGINAL/image_32792.jpeg,9.6695791,80.0097371,Northern,Jaffna,Jaffna,Grand Bazaar,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/59423/1/INFERENCE/NAME_BOARD/image_32792.jpeg,,,Gemini Stores,Jaffna Inner,4
30672,531592,456386,2025-04-29 06:36:35.490,2025-04-25 10:34:51.651,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/456386/1/ORIGINAL/image_30672.jpeg,9.7218117,79.8844576,Northern,Jaffna,Karainagar,Karainagar South,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/456386/1/INFERENCE/NAME_BOARD/image_30672.jpeg,,,Ampal Srores Karainager,Jaffna Inner,4
33721,126096,102593,2025-04-29 06:36:35.490,2025-04-26 13:03:27.928,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/102593/1/ORIGINAL/image_33721.jpeg,7.2239815,81.0532128,Uva,Badulla,Rideemaliyadda,Kuruvithenna,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/102593/1/INFERENCE/NAME_BOARD/image_33721.jpeg,,,DISSAYAKA  STORES,Badulla 3,4
34434,473813,420707,2025-04-29 06:36:35.490,2025-04-28 13:38:48.428,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/420707/1/ORIGINAL/image_34434.jpeg,7.4640221,81.0194757,Uva,Badulla,Mahiyanganaya,Girandurukotte,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/420707/1/INFERENCE/NAME_BOARD/image_34434.jpeg,,,SENAL MULTI SHOP,Badulla 3,4
30883,984652,769666,2025-04-29 06:36:35.490,2025-04-25 10:55:26.386,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/769666/1/ORIGINAL/image_30883.jpeg,9.7300238,79.9760951,Northern,Jaffna,Sandilipay,Manipay West,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/769666/1/INFERENCE/NAME_BOARD/image_30883.jpeg,,,Manchu store,Jaffna Inner,4
30597,55549,91,2025-04-29 06:36:35.490,2025-04-25 10:27:03.812,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/91/1/ORIGINAL/image_30597.jpeg,7.3336169,81.0193168,Uva,Badulla,Mahiyanganaya,Elewela,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/91/1/INFERENCE/NAME_BOARD/image_30597.jpeg,,,ASANKA BOOK SHOP,Badulla 3,4
30680,2099643,1643837,2025-04-29 06:36:35.490,2025-04-25 10:35:53.551,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1643837/1/ORIGINAL/image_30680.jpeg,9.3197951,80.6860314,Northern,Mullaitivu,Puthukkudiyiruppu,Kombavil,Mullaitivu,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1643837/1/INFERENCE/NAME_BOARD/image_30680.jpeg,,,Lathu phone shop,Mullaitivu,4
30594,601712,503148,2025-04-29 06:36:35.490,2025-04-25 10:26:52.703,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/503148/1/ORIGINAL/image_30594.jpeg,9.3171634,80.6897315,Northern,Mullaitivu,Puthukkudiyiruppu,Kombavil,Mullaitivu,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/503148/1/INFERENCE/NAME_BOARD/image_30594.jpeg,,,Muththumari Amman stores,Mullaitivu,4
31826,2146963,1680497,2025-04-29 06:36:35.490,2025-04-25 13:22:11.340,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1680497/1/ORIGINAL/image_31826.jpeg,8.7903002,80.5141502,Northern,Vavuniya,Vavuniya,Katharsinnakulam,Vavuniya,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1680497/1/INFERENCE/NAME_BOARD/image_31826.jpeg,,,SIBI  STORES,Vavuniya,4
33001,114721,96951,2025-04-29 06:36:35.490,2025-04-26 10:35:15.790,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/96951/1/ORIGINAL/image_33001.jpeg,9.2211227,80.7678381,Northern,Mullaitivu,Maritimepattu,Mulliyawalai East,Mullaitivu,Northern,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/96951/1/INFERENCE/NAME_BOARD/image_33001.jpeg,,,Likithan Stores,Mullaitivu,4
30757,2087663,1634677,2025-04-29 06:36:35.490,2025-04-25 10:42:46.728,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1634677/1/ORIGINAL/image_30757.jpeg,9.7551747,80.0379621,Northern,Jaffna,Uduvil,Erlalai South,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1634677/1/INFERENCE/NAME_BOARD/image_30757.jpeg,,,Jakeesan Store.,Jaffna Inner,4
30658,93396,39818,2025-04-29 06:36:35.490,2025-04-25 10:33:11.215,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/39818/1/ORIGINAL/image_30658.jpeg,9.2214058,80.7763419,Northern,Mullaitivu,Maritimepattu,Mulliyawalai East,Mullaitivu,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/39818/1/INFERENCE/NAME_BOARD/image_30658.jpeg,,,RISHAN CD CENTRE,Mullaitivu,4
30704,68011,40573,2025-04-29 06:36:35.490,2025-04-25 10:37:30.899,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/40573/1/ORIGINAL/image_30704.jpeg,9.3117859,80.7860364,Northern,Mullaitivu,Maritimepattu,Mullivaikkal  East,Mullaitivu,Northern,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/40573/1/INFERENCE/NAME_BOARD/image_30704.jpeg,,,vijai stores,Mullaitivu,4
33105,155924,126428,2025-04-29 06:36:35.490,2025-04-26 10:50:14.902,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/126428/1/ORIGINAL/image_33105.jpeg,8.6041399,80.3702147,Northern,Vavuniya,Vengalacheddiculam,Neriyakulam,Vavuniya,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/126428/1/INFERENCE/NAME_BOARD/image_33105.jpeg,,,U.k Fancy,Vavuniya,4
30612,159408,124610,2025-04-29 06:36:35.490,2025-04-25 10:28:34.654,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/124610/1/ORIGINAL/image_30612.jpeg,9.6624988,80.0220519,Northern,Jaffna,Jaffna,Jaffna Town East,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/124610/1/INFERENCE/NAME_BOARD/image_30612.jpeg,,,P.T.K Stores,Jaffna Inner,4
32794,444832,406766,2025-04-29 06:36:35.490,2025-04-26 10:07:14.315,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/406766/1/ORIGINAL/image_32794.jpeg,7.4367469,80.9561931,Central,Kandy,Minipe,Kindigoda South,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/406766/1/INFERENCE/NAME_BOARD/image_32794.jpeg,,,MATHARA STORES,Badulla 3,4
32682,2134603,75597,2025-04-29 06:36:35.490,2025-04-26 09:54:56.196,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/75597/1/ORIGINAL/image_32682.jpeg,9.311328,80.7025557,Northern,Mullaitivu,Puthukkudiyiruppu,Manthuvil,Mullaitivu,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/75597/1/INFERENCE/NAME_BOARD/image_32682.jpeg,,,CHOICE MOBILE,Mullaitivu,4
30601,2187943,1711577,2025-04-29 06:36:35.490,2025-04-25 10:27:22.550,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1711577/1/ORIGINAL/image_30601.jpeg,9.5793687,79.8305496,Northern,Jaffna,Velanai,Pungudutivu South,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1711577/1/INFERENCE/NAME_BOARD/image_30601.jpeg,,,Sivan fancy,Jaffna Inner,4
34443,124092,100691,2025-04-29 06:36:35.490,2025-04-28 13:49:08.246,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/100691/1/ORIGINAL/image_34443.jpeg,7.4447106,81.035268,Uva,Badulla,Mahiyanganaya,Girandurukotte,Badulla,Uva Sabaragamuwa,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/100691/1/INFERENCE/NAME_BOARD/image_34443.jpeg,,,CHANDRAPALAI STORES,Badulla 3,4
30745,184846,138497,2025-04-29 06:36:35.490,2025-04-25 10:41:59.453,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/138497/1/ORIGINAL/image_30745.jpeg,6.9909014,81.077588,Uva,Badulla,Badulla,Ilukthenna,Badulla,Uva Sabaragamuwa,0,0,0,1,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/138497/1/INFERENCE/NAME_BOARD/image_30745.jpeg,,,C.R.Stores,Badulla 1,4
33108,71192,2527,2025-04-29 06:36:35.490,2025-04-26 10:51:09.315,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/2527/1/ORIGINAL/image_33108.jpeg,9.1300532,80.4461191,Northern,Mullaitivu,Oddusuddan,Mankulam,Mullaitivu,Northern,0,1,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/2527/1/INFERENCE/NAME_BOARD/image_33108.jpeg,,,Soomasuntharam stores,Mullaitivu,4
30824,850212,673646,2025-04-29 06:36:35.490,2025-04-25 10:49:25.346,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/673646/1/ORIGINAL/image_30824.jpeg,9.5793687,79.8305496,Northern,Jaffna,Velanai,Pungudutivu South,Jaffna,Northern,1,0,0,0,1,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/673646/1/INFERENCE/NAME_BOARD/image_30824.jpeg,,,MATHURAN STORES,Jaffna Inner,4
30678,167599,129479,2025-04-29 06:36:35.490,2025-04-25 10:35:48.272,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/129479/1/ORIGINAL/image_30678.jpeg,9.7792537,79.988679,Northern,Jaffna,Sandilipay,Periyavillan,Jaffna,Northern,0,0,0,0,0,,,,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/129479/1/INFERENCE/NAME_BOARD/image_30678.jpeg,,,Tharanikan Stores ,Jaffna Inner,4
