IMAGE_REF_ID,AGENT_ID,PROFILE_ID,FETCHED_DATE,RECEIVED_DATE,S3_ARN,LATITUDE,LONGITUDE,PROVINCE,DISTRICT,DS_DIVISION,GN_DIVISION,SALES_DISTRICT,SALES_REGION,DIALOG_COUNT,MOBITEL_COUNT,HUTCH_COUNT,AIRTEL_COUNT,DIALOG_AREA_PERCENTAGE,AIRTEL_AREA_PERCENTAGE,MOBITEL_AREA_PERCENTAGE,HUTCH_AREA_PERCENTAGE,INF_S3_ARN,PROFILE_NAME,SHAPEISO,SHAPEID,CAPTURE_PHASE,SALES_AREA
31914,65882,54261,2025-04-26 06:39:54.380,2025-04-25 13:43:31.619,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54261/2/ORIGINAL/image_31914.jpeg,9.7789029,80.1161592,Northern,Jaffna,Kopay,Atchuvely North,Jaffna,Northern,8,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54261/2/INFERENCE/PRESENSE/image_31914.jpeg,THIRU P.C.MOBILE,LK-41,,4,Jaffna Inner
30021,87373,83828,2025-04-26 06:39:54.380,2025-04-25 09:02:10.015,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/83828/2/ORIGINAL/image_30021.jpeg,6.3665566,80.9288956,Uva,Moneragala,Sewanagala,Sevanagala,Monaragala,Uva Sabaragamuwa,4,0,1,1,61.18621361588113672,26.50915438639223609,0.00000000000000000,12.30463199772662719,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/83828/2/INFERENCE/PRESENSE/image_30021.jpeg,KULATHUNGA STORES,LK-82,,4,Monaragala 2
30454,213375,162414,2025-04-26 06:39:54.380,2025-04-25 10:13:33.175,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/162414/2/ORIGINAL/image_30454.jpeg,9.7057644,79.9932228,Northern,Jaffna,Sandilipay,Anaikoddai,Jaffna,Northern,3,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/162414/2/INFERENCE/PRESENSE/image_30454.jpeg,Yaathuran store,LK-41,,4,Jaffna Inner
28723,1197112,59346,2025-04-26 06:39:54.380,2025-04-24 11:30:36.045,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/59346/2/ORIGINAL/image_28723.jpeg,9.7331606,80.0596042,Northern,Jaffna,Kopay,Urumpirai East,Jaffna,Northern,8,0,0,1,93.40583571003227803,6.59416428996771842,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/59346/2/INFERENCE/PRESENSE/image_28723.jpeg,NIROTH CD HOME,LK-41,,4,Jaffna Inner
32243,66820,27471,2025-04-26 06:39:54.380,2025-04-25 15:43:50.709,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/27471/2/ORIGINAL/image_32243.jpeg,8.660387,80.3122454,Northern,Vavuniya,Vengalacheddiculam,Kankankulam,Vavuniya,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/27471/2/INFERENCE/PRESENSE/image_32243.jpeg,New Amman Traders,LK-44,,4,Vavuniya
31951,66779,16924,2025-04-26 06:39:54.380,2025-04-25 13:56:43.579,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/16924/2/ORIGINAL/image_31951.jpeg,8.6957301,80.2723781,Northern,Vavuniya,Vengalacheddiculam,Andiyapuliyankulam,Vavuniya,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/16924/2/INFERENCE/PRESENSE/image_31951.jpeg,Viraiya stores,LK-44,,4,Vavuniya
29994,52262,48126,2025-04-26 06:39:54.380,2025-04-25 08:33:24.640,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/48126/2/ORIGINAL/image_29994.jpeg,6.3423573,80.9178358,Uva,Moneragala,Sewanagala,Bahirawa,Monaragala,Uva Sabaragamuwa,5,0,0,1,93.83616407821094185,6.16383592178906348,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/48126/2/INFERENCE/PRESENSE/image_29994.jpeg,Sha Cellular & Elecronics,LK-82,,4,Monaragala 2
33880,53327,41824,2025-05-03 06:35:02.873,2025-04-26 13:55:02.591,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/41824/2/ORIGINAL/image_33880.jpeg,7.2622938,81.0810087,Uva,Badulla,Rideemaliyadda,Andaulpotha,Badulla,Uva Sabaragamuwa,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/41824/2/INFERENCE/PRESENSE/image_33880.jpeg,CHAMI COMMUNICATION,LK-81,8540358B99390752625479,4,Badulla 3
34212,1491892,1184586,2025-05-03 06:35:02.873,2025-04-28 11:28:56.887,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1184586/2/ORIGINAL/image_34212.jpeg,6.7095021,81.1072583,Uva,Moneragala,Wellawaya,Yalabowa,Monaragala,Uva Sabaragamuwa,3,1,0,0,99.55560184702983406,0.00000000000000000,0.44439815297017671,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1184586/2/INFERENCE/PRESENSE/image_34212.jpeg,Hemachandra Stores,LK-82,8540358B47422238730393,4,Monaragala 2
31648,70244,4067,2025-05-03 06:35:02.873,2025-04-25 12:51:08.637,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/4067/2/ORIGINAL/image_31648.jpeg,9.3138527,80.6966516,Northern,Mullaitivu,Puthukkudiyiruppu,Puthukkudiyiruppu East,Mullaitivu,Northern,0,1,0,0,0.00000000000000000,0.00000000000000000,100.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/4067/2/INFERENCE/PRESENSE/image_31648.jpeg,Anparaasy Pharmacy,LK-45,8540358B1256913441861,4,Mullaitivu
35101,54623,9144,2025-05-03 06:35:02.873,2025-04-29 12:37:24.411,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9144/2/ORIGINAL/image_35101.jpeg,6.5043702,80.6514926,Sabaragamuwa,Rathnapura,Godakawela,Warayaya,Rathnapura,Uva Sabaragamuwa,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9144/2/INFERENCE/PRESENSE/image_35101.jpeg,SANKO COMMUNICATION,LK-91,8540358B7727965052265,4,Rathnapura 2
35249,53760,6488,2025-05-03 06:35:02.873,2025-04-29 13:57:47.349,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6488/2/ORIGINAL/image_35249.jpeg,7.4720941,81.0176859,Uva,Badulla,Mahiyanganaya,Girandurukotte,Badulla,Uva Sabaragamuwa,2,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6488/2/INFERENCE/PRESENSE/image_35249.jpeg,PALITHA CELEULER,LK-81,8540358B35923048930978,4,Badulla 3
34225,52983,40416,2025-05-03 06:35:02.873,2025-04-28 11:39:59.085,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/40416/2/ORIGINAL/image_34225.jpeg,6.9884978,81.0581743,Uva,Badulla,Badulla,Badulupitiya,Badulla,Uva Sabaragamuwa,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/40416/2/INFERENCE/PRESENSE/image_34225.jpeg,prabba agencies,LK-81,8540358B84553167616423,4,Badulla 1
