CMDLINE uvicorn app.main:app --host 0.0.0.0 --port 8000
MEM 1.996094 1749206881.0288
MEM 4.136719 1749206881.1292
MEM 4.136719 1749206881.2294
MEM 4.136719 1749206881.3300
MEM 4.136719 1749206881.4305
MEM 4.136719 1749206881.5310
MEM 4.136719 1749206881.6315
MEM 4.136719 1749206881.7316
MEM 4.136719 1749206881.8322
MEM 4.136719 1749206881.9323
MEM 4.136719 1749206882.0329
MEM 4.136719 1749206882.1333
MEM 4.136719 1749206882.2338
MEM 4.136719 1749206882.3344
MEM 4.136719 1749206882.4347
MEM 4.136719 1749206882.5358
MEM 4.136719 1749206882.6364
MEM 4.136719 1749206882.7375
MEM 4.136719 1749206882.8384
MEM 4.136719 1749206882.9396
MEM 4.136719 1749206883.0404
MEM 4.136719 1749206883.1415
MEM 4.136719 1749206883.2419
MEM 4.136719 1749206883.3429
MEM 4.136719 1749206883.4439
MEM 4.136719 1749206883.5448
MEM 4.136719 1749206883.6457
MEM 4.136719 1749206883.7464
MEM 4.136719 1749206883.8474
MEM 4.136719 1749206883.9482
MEM 4.136719 1749206884.0488
MEM 4.136719 1749206884.1495
MEM 4.136719 1749206884.2501
MEM 4.136719 1749206884.3509
MEM 4.136719 1749206884.4517
MEM 4.136719 1749206884.5524
MEM 4.136719 1749206884.6532
MEM 4.136719 1749206884.7542
MEM 4.136719 1749206884.8545
MEM 4.136719 1749206884.9552
MEM 4.136719 1749206885.0560
MEM 4.136719 1749206885.1567
MEM 4.136719 1749206885.2572
MEM 4.136719 1749206885.3578
MEM 4.136719 1749206885.4583
MEM 4.136719 1749206885.5592
MEM 4.136719 1749206885.6599
MEM 4.136719 1749206885.7608
MEM 4.136719 1749206885.8614
MEM 4.136719 1749206885.9619
MEM 4.136719 1749206886.0629
MEM 4.136719 1749206886.1640
MEM 4.136719 1749206886.2649
MEM 4.136719 1749206886.3657
MEM 4.136719 1749206886.4667
MEM 4.136719 1749206886.5675
MEM 4.136719 1749206886.6679
MEM 4.136719 1749206886.7684
MEM 4.136719 1749206886.8689
MEM 4.136719 1749206886.9699
MEM 4.136719 1749206887.0705
MEM 4.136719 1749206887.1711
MEM 4.136719 1749206887.2720
MEM 4.136719 1749206887.3727
MEM 4.136719 1749206887.4732
MEM 4.136719 1749206887.5739
MEM 4.136719 1749206887.6747
MEM 4.136719 1749206887.7756
MEM 4.136719 1749206887.8760
MEM 4.136719 1749206887.9765
MEM 4.136719 1749206888.0772
MEM 4.136719 1749206888.1776
MEM 4.136719 1749206888.2782
MEM 4.136719 1749206888.3789
MEM 4.136719 1749206888.4796
MEM 4.136719 1749206888.5806
MEM 4.136719 1749206888.6814
MEM 4.136719 1749206888.7820
MEM 4.136719 1749206888.8823
MEM 4.136719 1749206888.9828
MEM 4.136719 1749206889.0836
MEM 4.136719 1749206889.1841
MEM 4.136719 1749206889.2851
MEM 4.136719 1749206889.3854
MEM 4.136719 1749206889.4859
MEM 4.136719 1749206889.5867
MEM 4.136719 1749206889.6876
MEM 4.136719 1749206889.7882
MEM 4.136719 1749206889.8890
MEM 4.136719 1749206889.9899
MEM 4.136719 1749206890.0909
MEM 4.136719 1749206890.1921
MEM 4.136719 1749206890.2928
MEM 4.136719 1749206890.3940
MEM 4.136719 1749206890.4949
MEM 4.136719 1749206890.5959
MEM 4.136719 1749206890.6969
MEM 4.136719 1749206890.7973
MEM 4.136719 1749206890.8978
MEM 4.136719 1749206890.9983
MEM 4.136719 1749206891.0991
MEM 4.136719 1749206891.1995
MEM 4.136719 1749206891.3004
MEM 4.136719 1749206891.4011
MEM 4.136719 1749206891.5022
MEM 4.136719 1749206891.6038
MEM 4.136719 1749206891.7046
MEM 4.136719 1749206891.8060
MEM 4.136719 1749206891.9072
MEM 4.136719 1749206892.0080
MEM 4.136719 1749206892.1087
MEM 4.136719 1749206892.2093
MEM 4.136719 1749206892.3098
MEM 4.136719 1749206892.4104
MEM 4.136719 1749206892.5112
MEM 4.136719 1749206892.6122
MEM 4.136719 1749206892.7127
MEM 4.136719 1749206892.8134
MEM 4.136719 1749206892.9148
MEM 4.136719 1749206893.0159
MEM 4.136719 1749206893.1170
MEM 4.136719 1749206893.2183
MEM 4.136719 1749206893.3193
MEM 4.136719 1749206893.4200
MEM 4.136719 1749206893.5212
MEM 4.136719 1749206893.6220
MEM 4.136719 1749206893.7224
MEM 4.136719 1749206893.8232
MEM 4.136719 1749206893.9235
MEM 4.136719 1749206894.0241
MEM 4.136719 1749206894.1246
MEM 4.136719 1749206894.2252
MEM 4.136719 1749206894.3259
MEM 4.136719 1749206894.4266
MEM 4.136719 1749206894.5274
MEM 4.136719 1749206894.6281
MEM 4.136719 1749206894.7290
MEM 4.136719 1749206894.8294
MEM 4.136719 1749206894.9301
MEM 4.136719 1749206895.0310
MEM 4.136719 1749206895.1315
MEM 4.136719 1749206895.2327
MEM 4.136719 1749206895.3334
MEM 4.136719 1749206895.4345
MEM 4.136719 1749206895.5356
MEM 4.136719 1749206895.6368
MEM 4.136719 1749206895.7376
MEM 4.136719 1749206895.8387
MEM 4.136719 1749206895.9395
MEM 4.136719 1749206896.0401
MEM 4.136719 1749206896.1412
MEM 4.136719 1749206896.2421
MEM 4.136719 1749206896.3432
MEM 4.136719 1749206896.4445
MEM 4.136719 1749206896.5455
MEM 4.136719 1749206896.6465
MEM 4.136719 1749206896.7474
MEM 4.136719 1749206896.8483
MEM 4.136719 1749206896.9496
MEM 4.136719 1749206897.0507
MEM 4.136719 1749206897.1521
MEM 4.136719 1749206897.2526
MEM 4.136719 1749206897.3535
MEM 4.136719 1749206897.4546
MEM 4.136719 1749206897.5556
MEM 4.136719 1749206897.6566
MEM 4.136719 1749206897.7576
MEM 4.136719 1749206897.8588
MEM 4.136719 1749206897.9597
MEM 4.136719 1749206898.0608
MEM 4.136719 1749206898.1619
MEM 4.136719 1749206898.2625
MEM 4.136719 1749206898.3633
MEM 4.136719 1749206898.4644
MEM 4.136719 1749206898.5651
MEM 4.136719 1749206898.6660
MEM 4.136719 1749206898.7672
MEM 4.136719 1749206898.8681
MEM 4.136719 1749206898.9693
MEM 4.136719 1749206899.0704
MEM 4.136719 1749206899.1715
MEM 4.136719 1749206899.2725
MEM 4.136719 1749206899.3735
MEM 4.136719 1749206899.4748
MEM 4.136719 1749206899.5756
MEM 4.136719 1749206899.6768
MEM 4.136719 1749206899.7777
MEM 4.136719 1749206899.8786
MEM 4.136719 1749206899.9795
MEM 4.136719 1749206900.0808
MEM 4.136719 1749206900.1817
MEM 4.136719 1749206900.2828
MEM 4.136719 1749206900.3836
MEM 4.136719 1749206900.4844
MEM 4.136719 1749206900.5853
MEM 4.136719 1749206900.6863
MEM 4.136719 1749206900.7876
MEM 4.136719 1749206900.8886
MEM 4.136719 1749206900.9898
MEM 4.136719 1749206901.0910
MEM 4.136719 1749206901.1924
MEM 4.136719 1749206901.2928
MEM 4.136719 1749206901.3933
MEM 4.136719 1749206901.4937
MEM 4.136719 1749206901.5945
MEM 4.136719 1749206901.6955
MEM 4.136719 1749206901.7963
MEM 4.136719 1749206901.8973
MEM 4.136719 1749206901.9987
MEM 4.136719 1749206902.0994
MEM 4.136719 1749206902.2003
MEM 4.136719 1749206902.3008
MEM 4.136719 1749206902.4016
MEM 4.136719 1749206902.5023
MEM 4.136719 1749206902.6031
MEM 4.136719 1749206902.7039
MEM 4.136719 1749206902.8049
MEM 4.136719 1749206902.9053
MEM 4.136719 1749206903.0064
MEM 4.136719 1749206903.1074
MEM 4.136719 1749206903.2083
MEM 4.136719 1749206903.3096
MEM 4.136719 1749206903.4109
MEM 4.136719 1749206903.5121
MEM 4.136719 1749206903.6133
MEM 4.136719 1749206903.7144
MEM 4.136719 1749206903.8154
MEM 4.136719 1749206903.9161
MEM 4.136719 1749206904.0172
MEM 4.136719 1749206904.1183
MEM 4.136719 1749206904.2191
MEM 4.136719 1749206904.3201
MEM 4.136719 1749206904.4211
MEM 4.136719 1749206904.5217
MEM 4.136719 1749206904.6229
MEM 4.136719 1749206904.7239
MEM 4.136719 1749206904.8249
MEM 4.136719 1749206904.9262
MEM 4.136719 1749206905.0271
MEM 4.136719 1749206905.1281
MEM 4.136719 1749206905.2291
MEM 4.136719 1749206905.3303
MEM 4.136719 1749206905.4317
MEM 4.136719 1749206905.5327
MEM 4.136719 1749206905.6336
MEM 4.136719 1749206905.7345
MEM 4.136719 1749206905.8356
MEM 4.136719 1749206905.9367
MEM 4.136719 1749206906.0378
MEM 4.136719 1749206906.1387
MEM 4.136719 1749206906.2399
MEM 4.136719 1749206906.3410
MEM 4.136719 1749206906.4420
MEM 4.136719 1749206906.5427
MEM 4.136719 1749206906.6437
MEM 4.136719 1749206906.7450
MEM 4.136719 1749206906.8462
MEM 4.136719 1749206906.9475
MEM 4.136719 1749206907.0486
MEM 4.136719 1749206907.1495
MEM 4.136719 1749206907.2507
MEM 4.136719 1749206907.3520
MEM 4.136719 1749206907.4529
MEM 4.136719 1749206907.5538
MEM 4.136719 1749206907.6549
MEM 4.136719 1749206907.7561
MEM 4.136719 1749206907.8574
MEM 4.136719 1749206907.9582
MEM 4.136719 1749206908.0591
MEM 4.136719 1749206908.1603
MEM 4.136719 1749206908.2610
MEM 4.136719 1749206908.3618
MEM 4.136719 1749206908.4628
MEM 4.136719 1749206908.5638
MEM 4.136719 1749206908.6647
MEM 4.136719 1749206908.7659
MEM 4.136719 1749206908.8669
MEM 4.136719 1749206908.9677
MEM 4.136719 1749206909.0685
MEM 4.136719 1749206909.1695
MEM 4.136719 1749206909.2703
MEM 4.136719 1749206909.3712
MEM 4.136719 1749206909.4724
MEM 4.136719 1749206909.5736
MEM 4.136719 1749206909.6751
MEM 4.136719 1749206909.7762
MEM 4.136719 1749206909.8774
MEM 4.136719 1749206909.9783
MEM 4.136719 1749206910.0795
MEM 4.136719 1749206910.1804
MEM 4.136719 1749206910.2817
MEM 4.136719 1749206910.3827
MEM 4.136719 1749206910.4839
MEM 4.136719 1749206910.5847
MEM 4.136719 1749206910.6858
MEM 4.136719 1749206910.7866
MEM 4.136719 1749206910.8873
MEM 4.136719 1749206910.9881
MEM 4.109375 1749206911.0891
MEM 4.109375 1749206911.1904
MEM 4.109375 1749206911.2914
MEM 4.109375 1749206911.3923
MEM 4.109375 1749206911.4931
MEM 4.109375 1749206911.5941
MEM 4.109375 1749206911.6950
MEM 4.109375 1749206911.7960
MEM 4.109375 1749206911.8969
MEM 4.109375 1749206911.9981
MEM 4.109375 1749206912.0993
MEM 4.109375 1749206912.2000
MEM 4.109375 1749206912.3010
MEM 4.109375 1749206912.4023
MEM 4.109375 1749206912.5036
