CMDLINE uvicorn app.main:app --host 0.0.0.0 --port 8000
MEM 1.875000 1749617304.0350
MEM 4.144531 1749617304.1354
MEM 4.144531 1749617304.2362
MEM 4.144531 1749617304.3368
MEM 4.144531 1749617304.4375
MEM 4.144531 1749617304.5380
MEM 4.144531 1749617304.6387
MEM 4.144531 1749617304.7391
MEM 4.144531 1749617304.8397
MEM 4.144531 1749617304.9402
MEM 4.144531 1749617305.0409
MEM 4.144531 1749617305.1418
MEM 4.144531 1749617305.2424
MEM 4.144531 1749617305.3430
MEM 4.144531 1749617305.4436
MEM 4.144531 1749617305.5442
MEM 4.144531 1749617305.6449
MEM 4.144531 1749617305.7452
MEM 4.144531 1749617305.8460
MEM 4.144531 1749617305.9466
MEM 4.144531 1749617306.0470
MEM 4.144531 1749617306.1473
MEM 4.144531 1749617306.2479
MEM 4.144531 1749617306.3482
MEM 4.144531 1749617306.4486
MEM 4.144531 1749617306.5491
MEM 4.144531 1749617306.6495
MEM 4.144531 1749617306.7500
MEM 4.144531 1749617306.8503
MEM 4.144531 1749617306.9508
MEM 4.144531 1749617307.0512
MEM 4.144531 1749617307.1520
MEM 4.144531 1749617307.2526
MEM 4.144531 1749617307.3532
MEM 4.144531 1749617307.4536
MEM 4.144531 1749617307.5541
MEM 4.144531 1749617307.6546
MEM 4.144531 1749617307.7554
MEM 4.144531 1749617307.8561
MEM 4.144531 1749617307.9570
MEM 4.144531 1749617308.0578
MEM 4.144531 1749617308.1585
MEM 4.144531 1749617308.2591
MEM 4.144531 1749617308.3597
MEM 4.144531 1749617308.4603
MEM 4.144531 1749617308.5607
MEM 4.144531 1749617308.6611
MEM 4.144531 1749617308.7617
MEM 4.144531 1749617308.8624
MEM 4.144531 1749617308.9628
MEM 4.144531 1749617309.0634
MEM 4.144531 1749617309.1640
MEM 4.144531 1749617309.2682
MEM 4.144531 1749617309.3688
MEM 4.144531 1749617309.4694
MEM 4.144531 1749617309.5701
MEM 4.144531 1749617309.6709
MEM 4.144531 1749617309.7714
MEM 4.144531 1749617309.8720
MEM 4.144531 1749617309.9724
MEM 4.144531 1749617310.0728
MEM 4.144531 1749617310.1735
MEM 4.144531 1749617310.2743
MEM 4.144531 1749617310.3750
MEM 4.144531 1749617310.4757
MEM 4.144531 1749617310.5765
MEM 4.144531 1749617310.6771
MEM 4.144531 1749617310.7778
MEM 4.144531 1749617310.8786
MEM 4.144531 1749617310.9793
MEM 4.144531 1749617311.0798
MEM 4.144531 1749617311.1804
MEM 4.144531 1749617311.2810
MEM 4.144531 1749617311.3818
MEM 4.144531 1749617311.4824
MEM 4.144531 1749617311.5827
MEM 4.144531 1749617311.6834
MEM 4.144531 1749617311.7838
MEM 4.144531 1749617311.8843
MEM 4.144531 1749617311.9850
MEM 4.144531 1749617312.0857
MEM 4.144531 1749617312.1864
MEM 4.144531 1749617312.2872
MEM 4.144531 1749617312.3877
MEM 4.144531 1749617312.4882
MEM 4.144531 1749617312.5887
MEM 4.144531 1749617312.6893
MEM 4.144531 1749617312.7896
MEM 4.144531 1749617312.8901
MEM 4.144531 1749617312.9906
MEM 4.144531 1749617313.0913
MEM 4.144531 1749617313.1921
MEM 4.144531 1749617313.2929
MEM 4.144531 1749617313.3936
MEM 4.144531 1749617313.4942
